Sample Name	Protocol REF	Parameter Value[QA Instrument]	Parameter Value[QA Score]	Unit	Term Source REF	Term Accession Number	Extract Name	Protocol REF	Parameter Value[Library Selection]	Parameter Value[Library Layout]	Parameter Value[Stranded]	Protocol REF	Parameter Value[Sequencing Instrument]	Parameter Value[Read Length]	Unit	Term Source REF	Term Accession Number	Assay Name	Raw Data File	Protocol REF	Parameter Value[Raw Data/FastQC Reports]	Parameter Value[Raw Data/MultiQC Reports]	Parameter Value[trimmed sequence data]	Parameter Value[Trimmed Sequence Data/FastQC Reports]	Parameter Value[Trimmed Sequence Data/MultiQC Reports]	Parameter Value[Trimmed Sequence Data/Trimming Reports]	Parameter Value[aligned sequence data]	Parameter Value[Raw Counts Data]	Parameter Value[Normalized Counts Data]	Parameter Value[differential expression analysis data]	Protocol REF	Parameter Value[Merged Sequence Data]	Parameter Value[Read Depth]	Unit	Term Source REF	Term Accession Number	Parameter Value[rRNA Contamination]	Unit	Term Source REF	Term Accession Number	Parameter Value[MultiQC File Names]
G5.4	Nucleic Acid Extraction	Agilent Bioanalyzer	Not Available				G5.4	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_G5_4_S37_L001_R1_001.fastq.gz,GLDS-554_rna-seq_G5_4_S37_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_G5_4_S37_L001_R1_001_fastqc.html,GLDS-554_rna-seq_G5_4_S37_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_G5_4_S37_L001_R2_001_fastqc.html,GLDS-554_rna-seq_G5_4_S37_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_G5_4_S37_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_G5_4_S37_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_G5_4_S37_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_G5_4_S37_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_G5_4_S37_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_G5_4_S37_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_G5_4_S37_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_G5_4_S37_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_G5_4_S37_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_G5_4_S37_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_G5_4_S37_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_G5_4_S37_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_G5_4_S37_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_G5_4_S37_L001_R2_raw.fastq.gz	10776613	read	SO	http://purl.obolibrary.org/obo/SO_0000150	57.96	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
10.1	Nucleic Acid Extraction	Agilent Bioanalyzer	Not Available				10.1	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_10_1_S6_L001_R1_001.fastq.gz ,GLDS-554_rna-seq_10_1_S6_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_10_1_S6_L001_R1_001_fastqc.html,GLDS-554_rna-seq_10_1_S6_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_10_1_S6_L001_R2_001_fastqc.html,GLDS-554_rna-seq_10_1_S6_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_10_1_S6_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_10_1_S6_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_10_1_S6_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_10_1_S6_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_10_1_S6_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_10_1_S6_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_10_1_S6_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_10_1_S6_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_10_1_S6_L001_R1_001_val_1.fq.gz.sam, GLDS-554_rna-seq_10_1_S6_L001_R1_001_val_1.fq.gz.sam.sorted.bam, GLDS-554_rna-seq_10_1_S6_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai, GLDS-554_rna-seq_10_1_S6_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_10_1_S6_L001_R1_raw.fastq.gz ,GLDS-554_rna_seq_10_1_S6_L001_R2_raw.fastq.gz	18725168	read	SO	http://purl.obolibrary.org/obo/SO_0000150	84.5	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
10.2	Nucleic Acid Extraction	Agilent Bioanalyzer	Not Available				10.2	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_10_2_S38_L001_R1_001.fastq.gz,GLDS-554_rna-seq_10_2_S38_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_10_2_S38_L001_R1_001_fastqc.html,GLDS-554_rna-seq_10_2_S38_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_10_2_S38_L001_R2_001_fastqc.html,GLDS-554_rna-seq_10_2_S38_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_10_2_S38_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_10_2_S38_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_10_2_S38_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_10_2_S38_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_10_2_S38_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_10_2_S38_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_10_2_S38_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_10_2_S38_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_10_2_S38_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_10_2_S38_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_10_2_S38_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_10_2_S38_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_10_2_S38_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_10_2_S38_L001_R2_raw.fastq.gz	21332344	read	SO	http://purl.obolibrary.org/obo/SO_0000150	55.17	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
10.3	Nucleic Acid Extraction	Agilent Bioanalyzer	Not Available				10.3	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_10_3_S39_L001_R1_001.fastq.gz,GLDS-554_rna-seq_10_3_S39_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_10_3_S39_L001_R1_001_fastqc.html,GLDS-554_rna-seq_10_3_S39_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_10_3_S39_L001_R2_001_fastqc.html,GLDS-554_rna-seq_10_3_S39_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_10_3_S39_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_10_3_S39_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_10_3_S39_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_10_3_S39_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_10_3_S39_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_10_3_S39_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_10_3_S39_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_10_3_S39_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_10_3_S39_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_10_3_S39_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_10_3_S39_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_10_3_S39_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_10_3_S39_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_10_3_S39_L001_R2_raw.fastq.gz	33779493	read	SO	http://purl.obolibrary.org/obo/SO_0000150	67.71	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
10.4	Nucleic Acid Extraction	Agilent Bioanalyzer	Not Available				10.4	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_10_4_S40_L001_R1_001.fastq.gz,GLDS-554_rna-seq_10_4_S40_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_10_4_S40_L001_R1_001_fastqc.html,GLDS-554_rna-seq_10_4_S40_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_10_4_S40_L001_R2_001_fastqc.html,GLDS-554_rna-seq_10_4_S40_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_10_4_S40_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_10_4_S40_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_10_4_S40_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_10_4_S40_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_10_4_S40_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_10_4_S40_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_10_4_S40_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_10_4_S40_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_10_4_S40_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_10_4_S40_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_10_4_S40_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_10_4_S40_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_10_4_S40_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_10_4_S40_L001_R2_raw.fastq.gz	34773152	read	SO	http://purl.obolibrary.org/obo/SO_0000150	68.56	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
10.5	Nucleic Acid Extraction	Agilent Bioanalyzer	8.2	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	10.5	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_10_5_S41_L001_R1_001.fastq.gz,GLDS-554_rna-seq_10_5_S41_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_10_5_S41_L001_R1_001_fastqc.html,GLDS-554_rna-seq_10_5_S41_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_10_5_S41_L001_R2_001_fastqc.html,GLDS-554_rna-seq_10_5_S41_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_10_5_S41_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_10_5_S41_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_10_5_S41_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_10_5_S41_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_10_5_S41_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_10_5_S41_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_10_5_S41_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_10_5_S41_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_10_5_S41_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_10_5_S41_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_10_5_S41_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_10_5_S41_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_10_5_S41_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_10_5_S41_L001_R2_raw.fastq.gz	21286962	read	SO	http://purl.obolibrary.org/obo/SO_0000150	57.89	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
10.6	Nucleic Acid Extraction	Agilent Bioanalyzer	8.8	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	10.6	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_10_6_S42_L001_R1_001.fastq.gz,GLDS-554_rna-seq_10_6_S42_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_10_6_S42_L001_R1_001_fastqc.html,GLDS-554_rna-seq_10_6_S42_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_10_6_S42_L001_R2_001_fastqc.html,GLDS-554_rna-seq_10_6_S42_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_10_6_S42_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_10_6_S42_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_10_6_S42_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_10_6_S42_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_10_6_S42_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_10_6_S42_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_10_6_S42_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_10_6_S42_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_10_6_S42_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_10_6_S42_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_10_6_S42_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_10_6_S42_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_10_6_S42_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_10_6_S42_L001_R2_raw.fastq.gz	15306277	read	SO	http://purl.obolibrary.org/obo/SO_0000150	59.02	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
10.8	Nucleic Acid Extraction	Agilent Bioanalyzer	9.3	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	10.8	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_10_8_S43_L001_R1_001.fastq.gz,GLDS-554_rna-seq_10_8_S43_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_10_8_S43_L001_R1_001_fastqc.html,GLDS-554_rna-seq_10_8_S43_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_10_8_S43_L001_R2_001_fastqc.html,GLDS-554_rna-seq_10_8_S43_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_10_8_S43_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_10_8_S43_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_10_8_S43_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_10_8_S43_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_10_8_S43_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_10_8_S43_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_10_8_S43_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_10_8_S43_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_10_8_S43_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_10_8_S43_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_10_8_S43_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_10_8_S43_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_10_8_S43_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_10_8_S43_L001_R2_raw.fastq.gz	15956209	read	SO	http://purl.obolibrary.org/obo/SO_0000150	56.6	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
11.1	Nucleic Acid Extraction	Agilent Bioanalyzer	Not Available				11.1	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_11_1_S47_L001_R1_001.fastq.gz,GLDS-554_rna-seq_11_1_S47_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_11_1_S47_L001_R1_001_fastqc.html,GLDS-554_rna-seq_11_1_S47_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_11_1_S47_L001_R2_001_fastqc.html,GLDS-554_rna-seq_11_1_S47_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_11_1_S47_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_11_1_S47_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_11_1_S47_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_11_1_S47_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_11_1_S47_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_11_1_S47_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_11_1_S47_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_11_1_S47_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_11_1_S47_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_11_1_S47_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_11_1_S47_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_11_1_S47_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_11_1_S47_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_11_1_S47_L001_R2_raw.fastq.gz	12457549	read	SO	http://purl.obolibrary.org/obo/SO_0000150	61.63	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
11.2	Nucleic Acid Extraction	Agilent Bioanalyzer	Not Available				11.2	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_11_2_S48_L001_R1_001.fastq.gz,GLDS-554_rna-seq_11_2_S48_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_11_2_S48_L001_R1_001_fastqc.html,GLDS-554_rna-seq_11_2_S48_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_11_2_S48_L001_R2_001_fastqc.html,GLDS-554_rna-seq_11_2_S48_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_11_2_S48_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_11_2_S48_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_11_2_S48_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_11_2_S48_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_11_2_S48_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_11_2_S48_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_11_2_S48_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_11_2_S48_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_11_2_S48_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_11_2_S48_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_11_2_S48_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_11_2_S48_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_11_2_S48_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_11_2_S48_L001_R2_raw.fastq.gz	24733776	read	SO	http://purl.obolibrary.org/obo/SO_0000150	61.94	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
11.3	Nucleic Acid Extraction	Agilent Bioanalyzer	Not Available				11.3	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_11_3_S49_L001_R1_001.fastq.gz,GLDS-554_rna-seq_11_3_S49_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_11_3_S49_L001_R1_001_fastqc.html,GLDS-554_rna-seq_11_3_S49_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_11_3_S49_L001_R2_001_fastqc.html,GLDS-554_rna-seq_11_3_S49_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_11_3_S49_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_11_3_S49_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_11_3_S49_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_11_3_S49_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_11_3_S49_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_11_3_S49_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_11_3_S49_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_11_3_S49_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_11_3_S49_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_11_3_S49_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_11_3_S49_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_11_3_S49_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_11_3_S49_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_11_3_S49_L001_R2_raw.fastq.gz	12285274	read	SO	http://purl.obolibrary.org/obo/SO_0000150	66.78	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
